ID,Overspeed,Highspeedbrake,Harshacceleration,Harshdeceleration,Distance,Fuel,Brakes,Speed,Range,RPM,Accelerator pedal position,Engine fuel rate,Days,Trips,TripperDay,DistanceperTrip,TripsinDay,DistanceinDay,TripsinNight,DistanceinNight,TripsinWeekdays,DistanceinWeekdays,TripsinWeekends,DistanceinWeekends,Trips<15m,15m<Trips<30m,30m<Trips<1h,1h<Trips<2h,Trips>2h
14807416745,7,22,24,83,3245.2,,2155,46.04780136,9.717224673,839.4164297,25.46265587,14.35116495,6,43,7.166666667,75.46976744,36,1638.8,7,1606.4,24,1963.4,19,1281.8,21,6,4,2,10
14807416827,0,10,27,61,1836.1,601.76,597,39.4742067,12.10022452,777.430686,17.03541925,12.9023666,5,24,4.8,76.50416667,10,289.1,14,1547,19,1547.2,5,288.9,9,4,3,4,4
14807419601,0,0,157,353,2110.6,327.79,832,53.86129536,17.72389057,940.2001113,21.86463822,9.032779221,6,16,2.666666667,131.9125,3,0,13,2110.6,10,1004.2,6,1106.4,10,0,0,0,6
14807421160,0,2,46,70,2239.1,530.51,433,46.25286378,3.217932246,934.2196781,26.66441015,11.01051103,6,29,4.833333333,77.21034483,12,49.8,17,2189.3,16,1321.2,13,917.9,18,1,4,0,6
14807421835,0,8,169,151,2762.1,410.95,539,47.25446836,1.989618089,947.4138255,21.20780121,7.896128287,6,43,7.166666667,64.23488372,21,1.4,22,2760.7,25,1768.2,18,993.9,23,5,0,5,10
14807426497,97,447,368,307,7401.5,1911.22,1953,63.64053342,8.518487231,989.8103243,18.53215089,16.20043018,6,45,7.5,164.4777778,6,2205.9,39,5195.6,33,4941.6,12,2459.9,14,7,3,3,18
14807426637,0,0,50,429,931.3,300.3,5433,11.86976362,0.13730033,763.392717,8.772401205,3.586720818,6,22,3.666666667,42.33181818,15,408.5,7,522.8,19,595.5,3,335.8,0,4,5,2,11
14807426648,0,0,170,106,447.9,65.89,288,27.7434692,3.777160912,869.0815217,20.53550725,3.589356884,2,7,3.5,63.98571429,5,86.6,2,361.3,0,0,7,447.9,1,3,1,1,1
14807426658,11,31,76,51,2201.3,872.88,2421,41.14634483,1.061245957,993.9357931,19.42482759,14.70527586,6,50,8.333333333,44.026,42,1170.1,8,1031.2,41,1813.4,9,387.9,23,6,6,7,8
14807426721,0,0,265,130,442.9,235.35,1178,17.41832964,0.205703224,802.1868995,17.46888396,8.102291205,6,56,9.333333333,7.908928571,12,14.6,44,428.3,27,197.1,29,245.8,28,9,11,7,1
14807426805,0,0,679,441,1684.7,212.84,1595,37.94813071,3.241649884,1375.210937,27.57431004,4.602200677,5,47,9.4,35.84468085,38,1171.1,9,513.6,38,1547.7,9,137,21,6,8,6,6
14807426828,0,0,60,58,477.7,106.8,673,19.23404918,2.165116109,679.0371927,11.47762216,4.431450358,2,23,11.5,20.76956522,17,263.3,6,214.4,23,477.7,0,0,16,3,1,1,2
14807426837,9,17,40,104,1190.2,438.41,862,36.68031643,4.665459564,740.506282,16.30674732,13.16788041,4,21,5.25,56.67619048,17,366.8,4,823.4,21,1190.2,0,0,13,0,5,0,3
14807426872,0,0,252,202,1409.3,203.32,706,39.49654302,6.646477787,1258.403843,29.19772765,5.514369256,6,31,5.166666667,45.46129032,22,348.9,9,1060.4,11,770.2,20,639.1,15,4,5,5,2
14807426927,0,0,1062,482,1031.9,477.36,2124,26.4399668,0.293387876,1082.563814,24.0281446,11.91919956,6,65,10.83333333,15.87538462,65,1031.9,0,0,48,596.8,17,435.1,30,11,10,7,7
14807427005,0,0,132,138,674.4,291.31,1378,21.33988095,1.241511926,765.6327381,17.13849206,8.723501984,5,53,10.6,12.7245283,48,399,5,275.4,52,674.4,1,0,28,10,6,8,1
14807427041,0,0,9,48,307.2,69.96,659,13.52023121,0.499916922,499.8762326,8.595851751,4.689119347,5,23,4.6,13.35652174,20,223.1,3,84.1,18,271.6,5,35.6,8,6,6,3,0
14807427148,0,0,162,67,243.4,100.02,0,9.413871167,0.018848078,785.3185841,10.62276189,4.664869315,4,32,8,7.60625,17,146.8,15,96.6,32,243.4,0,0,2,1,3,16,10
14807427208,0,0,14,64,611.8,174.38,3588,9.541246778,0.137964156,677.752285,4.12716194,2.589096555,6,39,6.5,15.68717949,28,391.9,11,219.9,33,347.2,6,264.6,2,4,11,9,13
14807427246,4,0,774,624,810.5,144.95,2490,25.59569897,0.50226353,1263.065619,19.89490182,3.612831021,6,98,16.33333333,8.270408163,96,805,2,5.5,69,561.9,29,248.6,52,27,12,6,1
14807427248,0,0,534,426,560.8,79.99,621,32.56848253,0.388813471,1179.121192,25.89646795,4.428321809,6,28,4.666666667,20.02857143,6,1.2,22,559.6,19,404.7,9,156.1,11,6,9,2,0
14807427315,0,0,351,300,1756,983.7,2063,27.4601074,0.601931382,1097.780015,26.27575758,14.53499712,6,54,9,32.51851852,25,721.7,29,1034.3,29,1203,25,553,25,3,5,12,9
14807427402,0,0,53,36,148.7,58.75,466,6.510948905,0.032248151,607.1142617,6.61807973,2.924185851,5,27,5.4,5.507407407,25,140.3,2,8.4,25,147,2,1.7,2,2,10,7,6
14807427854,0,0,32,238,681.6,353.71,1945,18.31907514,0.113595533,773.3743738,13.79552987,8.197331407,6,43,7.166666667,15.85116279,43,681.6,0,0,23,350.3,20,331.3,16,7,11,6,3
14807427886,11,63,58,87,1525.6,669.45,3312,38.92996927,7.267215373,891.0409186,17.49493773,13.4207181,6,20,3.333333333,76.28,16,881.3,4,644.3,17,1056.3,3,469.3,8,0,4,2,6
14807427897,0,0,330,128,1453.3,784.66,2179,24.78239124,0.549790278,1161.079645,24.70872889,12.13864301,6,48,8,30.27708333,22,344.4,26,1108.9,27,1091.8,21,361.5,17,1,4,17,9
14807427919,0,0,144,106,655.4,403.78,1414,18.071678,0.124713675,853.9489983,18.6353979,10.321678,6,51,8.5,12.85098039,51,655.4,0,0,34,332.4,17,323,23,11,5,9,3
14807427932,0,8,39,195,2205.1,516.51,1716,42.79196106,6.838405146,928.1775004,20.17597739,10.08274454,6,28,4.666666667,78.75357143,21,848.1,7,1357,21,1716.7,7,488.4,18,0,0,3,7
14807427994,0,0,27,43,356.3,91.49,292,18.40944575,2.66473272,500.0308353,9.452771272,4.857669789,6,24,4,14.84583333,24,356.3,0,0,20,356.2,4,0.1,19,0,1,4,0
14807428018,0,0,3,31,514.9,116.21,377,21.06061568,3.435287408,616.8475087,9.279466836,4.41044113,4,23,5.75,22.38695652,17,159.3,6,355.6,23,514.9,0,0,15,3,1,2,2
14807428021,94,109,563,368,4134.3,1199.72,2513,55.1031815,8.662370944,1183.344793,34.12729485,16.24334145,6,48,8,86.13125,32,2554.9,16,1579.4,33,3080.8,15,1053.5,26,3,4,4,11
14807428026,0,0,14,19,291.9,102.05,455,10.49129663,0.301466233,434.9067496,8.750834813,4.78946714,2,16,8,18.24375,6,60,10,231.9,16,291.9,0,0,6,3,4,2,1
14807428249,0,3,14,56,2649.7,928.7,1130,34.25695841,1.504101907,953.8564398,14.97161604,11.68079691,6,69,11.5,38.40144928,56,2439.4,13,210.3,47,1806.9,22,842.8,19,12,14,11,13
14807428262,0,0,101,89,356.1,114,570,21.65035199,1.129193975,710.8493128,13.40476031,6.365571572,3,9,3,39.56666667,9,356.1,0,0,9,356.1,0,0,3,1,0,4,1
14807428285,0,0,209,124,1189.9,466.45,2783,25.08483563,2.560098847,926.4547796,16.13270717,10.6966899,6,62,10.33333333,19.19193548,41,411.2,21,778.7,40,687.9,22,502,30,11,10,4,7
14807428326,0,1,24,40,1099,321.39,823,29.03145769,8.813680168,806.4810589,16.97013735,8.437738148,4,43,10.75,25.55813953,30,713.9,13,385.1,14,136.6,29,962.4,28,4,6,3,2
14807428418,0,0,99,111,786.3,350.22,1980,20.74721604,0.749703526,832.1034707,16.93964365,8.314532294,6,75,12.5,10.484,33,105.3,42,681,56,609.7,19,176.6,53,5,7,7,3
14807428467,0,3,54,81,386.2,108.13,754,17.98660436,0.422411073,538.5252336,11.57520249,5.477943925,4,35,8.75,11.03428571,34,385,1,1.2,33,375,2,11.2,16,7,9,3,0
14807428520,0,0,78,119,692.2,302.94,1472,18.70629503,0.32069761,812.3563709,16.50413349,7.944321198,6,85,14.16666667,8.143529412,41,254.1,44,438.1,56,418.3,29,273.9,64,6,2,11,2
14807428583,0,0,33,273,1723.8,385.18,1117,32.95535714,6.265259841,884.2733808,15.56876513,7.10999546,4,33,8.25,52.23636364,28,550.5,5,1173.3,19,969.5,14,754.3,14,7,4,1,7
14807428614,1,26,96,224,2249.5,771.83,1529,49.92873764,13.78281352,827.9362275,16.97405468,13.65914049,5,43,8.6,52.31395349,40,1064.8,3,1184.7,26,1566.8,17,682.7,30,2,2,3,6
14807428634,0,3,269,154,379.8,88.71,879,23.27139742,0.479774395,969.0391559,19.95629543,5.573247362,5,49,9.8,7.751020408,47,379.5,2,0.3,39,323.2,10,56.6,25,3,12,9,0
14807428782,0,1,116,87,254.7,49.12,216,23.24564373,0.641321893,871.390517,17.35291406,4.237372407,3,9,3,28.3,9,254.7,0,0,6,248.2,3,6.5,4,0,2,3,0
14807428829,64,21,215,151,1086.5,242.2,372,36.66769777,7.798584616,1277.953432,30.99794277,8.018028801,6,17,2.833333333,63.91176471,15,288.3,2,798.2,9,32.3,8,1054.2,0,1,7,5,4
14807428926,8,0,109,72,475.9,92.34,199,27.81033821,3.982878102,823.1245528,19.32786992,5.510308943,4,19,4.75,25.04736842,14,377.1,5,98.8,16,459.7,3,16.2,7,2,6,3,1
14807428944,155,20,375,364,1264.9,169.34,805,41.09632442,0.890035613,1283.289717,28.09118115,4.866969118,6,59,9.833333333,21.43898305,33,631.6,26,633.3,38,839.7,21,425.2,46,1,0,12,0
14807430017,0,0,333,238,446.9,46.99,1161,24.41903783,0.77596802,1012.855469,16.58519737,2.301223273,5,27,5.4,16.55185185,26,436,1,10.9,26,446.7,1,0.2,13,3,3,7,1
14807431761,0,0,195,246,513.7,49.24,660,23.30328368,0.774009331,852.939751,12.60773677,1.89645398,5,27,5.4,19.02592593,24,451.7,3,62,21,369.1,6,144.6,11,5,4,6,1
14807432048,123,326,253,236,2770,1042.22,3138,49.18127204,8.820856021,1040.696214,23.28276511,17.24202916,6,30,5,92.33333333,15,620.4,15,2149.6,16,1165.6,14,1604.4,11,5,2,1,11
14807433366,0,0,9,145,1718.2,611.42,301,33.80683952,10.91863513,850.9723842,18.16287205,11.4276772,5,20,4,85.91,17,670,3,1048.2,15,1611.9,5,106.3,7,2,3,2,6
14807433735,45,385,218,179,4607.7,1295.82,2028,63.54986873,6.464697743,980.1605806,18.58544883,15.97292687,6,46,7.666666667,100.1673913,30,3744.2,16,863.5,26,2824.9,20,1782.8,24,6,1,4,11
14807433951,0,24,123,315,3959.9,953.88,1489,56.94832819,6.361825965,884.9283194,15.10701367,13.17814843,6,30,5,131.9966667,19,2738.8,11,1221.1,17,2269.1,13,1690.8,14,3,4,1,8
14807435810,0,21,60,83,1727.2,308.35,1009,50.25540853,2.411368961,939.9087377,19.4389414,7.829426591,6,27,4.5,63.97037037,14,763.3,13,963.9,17,1035.2,10,692,20,1,0,1,5
14807435813,3,0,21,78,315.1,66.29,342,13.77960182,0.181646065,473.1166608,5.484037723,3.102724415,6,55,9.166666667,5.729090909,10,0.7,45,314.4,37,199.8,18,115.3,38,6,10,1,0
14807435820,0,0,12,57,1935.6,334.5,611,48.84268341,3.791542527,898.468419,20.72389172,8.202530404,6,29,4.833333333,66.74482759,13,519.8,16,1415.8,20,947.8,9,987.8,16,4,2,1,6
14807435822,2,70,295,220,2896.1,591.45,4109,53.81649575,3.849995333,1071.850698,22.51525202,8.906256819,6,36,6,80.44722222,28,2893.1,8,3,24,1802,12,1094.1,21,3,1,1,10
14807435830,0,26,101,88,1750.9,348.35,1488,48.19833965,2.309215258,787.4930518,18.72737773,7.936464537,5,35,7,50.02571429,15,352.2,20,1398.7,21,702.7,14,1048.2,28,2,0,0,5
14807435832,0,8,37,153,2130.1,367.8,1491,40.17081311,1.222534574,833.1979672,16.01498786,6.953481493,6,32,5.333333333,66.565625,12,1369.2,20,760.9,21,1356.2,11,773.9,13,3,0,5,11
14807435905,0,0,11,21,209.1,42.98,345,8.685995624,0.286002616,469.681984,3.62436178,2.257056893,3,38,12.66666667,5.502631579,31,192.3,7,16.8,21,113.7,17,95.4,18,11,6,3,0
14807435909,44,264,203,165,3974.3,873.77,1591,55.69848156,6.804966994,1108.018541,29.87418655,12.30102779,6,47,7.833333333,84.55957447,24,1940.2,23,2034.1,27,2111.8,20,1862.5,21,5,6,2,13
14807435913,8,16,26,69,1517.4,285.54,975,44.38591082,1.79257039,785.9690465,22.16204934,8.292516603,6,26,4.333333333,58.36153846,3,0.3,23,1517.1,16,769,10,748.4,15,2,3,0,6
14807435917,0,0,10,133,2173.3,368.23,784,43.86788382,1.064599496,842.4717012,3.907651452,7.602838174,6,52,8.666666667,41.79423077,31,672.3,21,1501,33,1304.9,19,868.4,32,4,0,2,14
14807435919,0,0,49,229,1883.3,368.31,1800,33.5755938,0.883882259,840.4068411,14.28058598,6.677200967,6,24,4,78.47083333,1,0.6,23,1882.7,13,1000,11,883.3,6,1,0,5,12
14807435922,1,0,29,62,3014.6,492.94,554,49.85837945,1.990704016,931.4707677,4.060394494,8.701170711,6,46,7.666666667,65.53478261,22,275.2,24,2739.4,29,1919.9,17,1094.7,26,8,1,0,11
14807435924,0,64,98,93,1745.2,325.61,1162,47.49211538,2.309513476,848.965,18.57253846,7.765701923,6,39,6.5,44.74871795,20,352.8,19,1392.4,25,1047.7,14,697.5,33,0,0,0,6
14807435926,0,14,85,159,2094,360.85,18,46.76736053,3.294114444,898.438801,19.00702748,8.323855121,5,26,5.2,80.53846154,17,1090.6,9,1003.4,21,1557,5,537,10,3,3,5,5
14807435927,3,9,65,94,2349.3,440.39,673,50.25474017,1.729606228,1024.383339,24.20400281,9.584857795,6,32,5.333333333,73.415625,5,5.7,27,2343.6,18,1274,14,1075.3,20,3,0,0,9
14807435929,4,37,33,37,2153.9,401.91,1861,37.33183205,2.788080397,798.0236815,17.6106349,7.212203981,6,54,9,39.88703704,36,479,18,1674.9,36,767,18,1386.9,24,11,6,4,9
14807435932,0,30,80,94,2252.5,422.72,1199,41.6508999,1.505448685,940.0112301,20.58075264,8.165937825,6,50,8.333333333,45.05,26,1147.8,24,1104.7,34,1497.6,16,754.9,17,13,4,6,10
14807435935,1,0,33,113,2143.7,390.84,2190,31.64537174,1.42962354,843.6094904,14.17735106,6.171774988,6,54,9,39.69814815,31,98,23,2045.7,42,1235.4,12,908.3,24,9,5,3,13
14807435936,0,1,34,112,1813.3,329.04,1785,32.9831487,0.832522806,777.2672804,13.64356374,6.469878296,6,54,9,33.57962963,24,236.8,30,1576.5,28,800.9,26,1012.4,33,7,2,3,9
14807435978,31,30,41,66,2269.5,405.46,719,51.01268024,1.607107967,891.3658962,23.15039442,9.226068611,6,33,5.5,68.77272727,6,0.5,27,2269,20,1170.5,13,1099,22,0,1,0,10
14807435979,0,0,30,94,674.2,112.95,868,27.85817447,0.801447621,644.6960256,12.55102728,5.029875379,6,26,4.333333333,25.93076923,12,3.4,14,670.8,16,434.9,10,239.3,18,0,0,5,3
14807435981,0,1,5,26,471.4,72.14,270,22.22702857,3.327119887,468.992449,8.121469388,3.692061224,3,28,9.333333333,16.83571429,25,96.5,3,374.9,28,471.4,0,0,21,4,1,1,1
14807435984,0,1,278,617,3062.3,566.64,838,54.7889238,1.920657055,994.5442374,26.88249138,10.76420932,6,31,5.166666667,98.78387097,16,4.4,15,3057.9,18,1663.8,13,1398.5,17,2,1,1,10
14807435985,0,1,238,419,1412.6,226.12,430,45.26552476,1.925939214,866.4911282,19.65908447,7.78995747,6,31,5.166666667,45.56774194,6,8.5,25,1404.1,22,596,9,816.6,24,1,1,0,5
14807435990,0,0,9,10,25.3,12.07,78,2.766376997,0.064380154,379.8846645,2.682939297,1.441853035,3,9,3,2.811111111,9,25.3,0,0,9,25.3,0,0,5,1,1,1,1
14807435995,2,0,9,9,69.2,258.16,46,1.568403063,0.630636572,755.6296227,13.44161375,6.174094135,6,56,9.333333333,1.235714286,18,0.5,38,68.7,34,0.8,22,68.4,32,0,2,20,2
14807435997,0,1,187,386,2123.4,353.17,957,47.77454537,2.241334544,905.2274967,21.50273727,8.586418061,6,38,6.333333333,55.87894737,11,71.8,27,2051.6,26,1309.3,12,814.1,23,2,1,5,7
14807436001,0,3,14,70,710.2,160.45,801,16.17684434,0.799313037,670.2867903,8.55998455,4.122634222,6,49,8.166666667,14.49387755,25,138,24,572.2,25,358.2,24,352,23,6,6,12,2
14807436008,62,48,170,396,1795.8,356.38,1165,51.02043968,2.362024685,947.4502815,25.08422188,10.50873368,6,40,6.666666667,44.895,26,7.1,14,1788.7,26,933,14,862.8,32,1,0,1,6
14807436010,0,0,4,24,2256.7,373.49,417,49.71983656,1.731106052,861.437522,18.44506151,8.026616872,6,34,5.666666667,66.37352941,8,1026.4,26,1230.3,23,1434.7,11,822,22,1,0,0,11
14807436013,0,1,100,212,1830.4,298.52,531,29.32213894,2.240942401,531.5023291,12.19757112,5.274910284,6,26,4.333333333,70.4,2,0.1,24,1830.3,16,865.5,10,964.9,12,3,1,3,7
14807436015,0,27,21,48,2089.1,343.61,522,48.29128738,3.007984354,808.1105169,19.52917409,8.433224401,6,28,4.666666667,74.61071429,7,22.4,21,2066.7,17,1061.1,11,1028,13,2,2,3,8
14807436016,0,0,12,184,2771.5,453.25,1676,44.53444329,1.205197214,897.126766,4.667167855,7.36786779,6,58,9.666666667,47.78448276,38,1297.3,20,1474.2,37,1786.7,21,984.8,36,5,0,0,17
14807436020,0,8,44,123,2027.1,362.14,2232,39.25395827,1.203656649,780.3822257,17.22899536,6.991499227,6,39,6.5,51.97692308,11,943,28,1084.1,26,1288.5,13,738.6,15,3,9,1,11
14807436021,0,0,25,47,985.9,158.3,1640,27.93891657,0.559662364,681.7970979,10.24009674,5.019685611,6,32,5.333333333,30.809375,9,155.8,23,830.1,22,536.8,10,449.1,17,3,1,8,3
14807436022,0,14,31,56,2111.4,355.38,612,45.35091967,3.007942426,769.5336899,17.99091592,8.150788288,6,34,5.666666667,62.1,10,6.2,24,2105.2,23,1358.7,11,752.7,18,3,1,4,8
14807436023,0,2,10,69,1103.9,196.46,1367,31.92821853,0.695379199,577.4200942,11.92111001,5.992827056,6,42,7,26.28333333,10,4.4,32,1099.5,25,734.9,17,369,29,1,0,11,1
14807436025,0,0,7,7,98,22.75,86,5.611633045,0.285800449,364.142171,2.400960615,1.623895293,4,25,6.25,3.92,23,87.2,2,10.8,16,88.2,9,9.8,13,6,4,2,0
14807436027,3,2,16,95,2164.7,371.29,586,48.11398693,3.24076314,930.7918768,22.23200747,8.643127918,6,34,5.666666667,63.66764706,19,6.8,15,2157.9,19,1012.3,15,1152.4,24,4,0,0,6
14807436030,0,2,28,84,2292.8,400.53,620,29.12285496,2.600884969,594.7395537,12.93104354,5.565155327,6,34,5.666666667,67.43529412,9,412.8,25,1880,20,1390.4,14,902.4,20,2,0,4,8
14807437213,6,26,87,101,2797.6,482.73,942,47.77008761,13.92896093,921.8980325,22.58164584,8.81749246,6,60,10,46.62666667,48,1305.3,12,1492.3,36,1804.5,24,993.1,35,11,5,2,7
14807437257,145,223,167,121,4675.8,932.47,2067,61.76586326,13.46217177,1102.201107,31.31647569,12.23080886,6,28,4.666666667,166.9928571,17,1956.9,11,2718.9,23,3665.7,5,1010.1,14,2,0,0,12
14807437514,0,0,25,135,1776.9,291.35,1455,42.86294898,0.9441531,818.703961,17.99411033,7.554375778,6,31,5.166666667,57.31935484,17,849.2,14,927.7,20,1160.8,11,616.1,14,2,0,7,8
14807437521,0,34,89,241,4622.6,1152.08,907,61.58339703,5.745547782,919.5020085,14.73129953,15.59966887,6,31,5.166666667,149.116129,16,2137.1,15,2485.5,19,3077.2,12,1545.4,15,3,0,0,13
14807437547,1,67,109,228,4641.5,1186.13,993,63.15562241,5.74638106,930.3481578,15.29635928,16.12315784,6,25,4.166666667,185.66,15,1996.8,10,2644.7,20,3101.7,5,1539.8,15,3,0,0,7
14807437565,171,236,245,198,6966.6,1683.78,1271,67.10584184,16.83878258,985.354729,13.23178347,16.55977924,6,45,7.5,154.8133333,31,2975.2,14,3991.4,29,4764.9,16,2201.7,15,6,5,3,16
14807437755,7,12,85,89,2528.1,660.96,409,54.18991108,2.884127885,815.503762,14.88679891,14.15689124,6,27,4.5,93.63333333,13,142,14,2386.1,19,1682.3,8,845.8,15,4,1,1,6
14807437811,0,37,96,304,5126.1,1482.35,1947,59.63921597,12.08538819,917.4819564,17.94149112,16.54532424,6,43,7.166666667,119.2116279,26,2767.6,17,2358.5,31,3287.9,12,1838.2,23,4,0,2,14
14807437869,36,147,90,109,3704.6,930.43,725,58.71294234,14.78540647,902.7805162,14.36921646,13.15320274,6,28,4.666666667,132.3071429,12,886.3,16,2818.3,19,1909.9,9,1794.7,11,5,2,3,7
14807437871,121,231,215,133,3047.8,875.55,1843,51.53041636,2.094703839,884.5595325,15.00944729,13.38638909,6,49,8.166666667,62.2,20,0.8,29,3047,30,1939.2,19,1108.6,20,7,3,8,11
14807437875,32,29,96,75,3886.3,943.04,202,53.59211433,5.129363858,830.0980324,14.51717313,13.4901793,6,38,6.333333333,102.2710526,22,3282.5,16,603.8,23,2294.2,15,1592.1,15,4,2,4,13
14807437885,10,24,20,41,635.6,199.97,156,32.42438694,4.716550884,545.4800955,11.83630573,9.568889331,1,6,6,105.9333333,4,359.7,2,275.9,6,635.6,0,0,2,0,1,1,2
14807437969,16,527,300,315,6142.3,1591.28,2282,70.49346066,14.67806037,1028.075842,20.06162102,17.38495778,6,33,5.5,186.130303,23,3321.3,10,2821,19,3355.9,14,2786.4,12,2,4,1,14
14807437998,19,32,106,174,3592.9,894.81,723,62.42806206,11.49394878,933.5541644,17.85182363,15.81991018,5,31,6.2,115.9,15,1640.5,16,1952.4,21,2788.4,10,804.5,15,2,2,2,10
14807438100,3,15,69,230,3177.3,465.03,1876,44.79385188,2.18027552,883.3093521,14.90792125,6.770112179,6,39,6.5,81.46923077,22,1308.7,17,1868.6,27,2316.2,12,861.1,16,3,6,3,11
14807438113,70,12,58,41,2340.4,430.05,690,46.40850061,3.500686667,848.7548048,20.42458816,8.256970714,6,31,5.166666667,75.49677419,15,257.9,16,2082.5,19,1511.9,12,828.5,15,2,2,4,8
14807438254,0,3,61,131,4316.4,685.08,873,59.06353479,5.301233036,1056.959246,27.06385745,10.34020588,6,39,6.5,110.6769231,26,855.1,13,3461.3,28,2875.1,11,1441.3,22,2,2,1,12
14807438265,28,42,36,47,2436.2,446.9,870,46.90049627,3.53056325,934.2416363,21.98940859,8.8038925,6,42,7,58.0047619,23,196.5,19,2239.7,28,1549.8,14,886.4,21,5,4,3,9
14807438345,0,3,13,49,1395,305.49,762,42.63067545,2.244082996,875.3584492,25.90236528,9.167203121,6,34,5.666666667,41.02941176,14,89.6,20,1305.4,24,1114.4,10,280.6,17,8,1,1,7
14807438398,2,4,46,274,5014.6,978.59,1089,54.07363116,5.970508674,834.1144545,12.21665128,11.10440742,6,48,8,104.4708333,24,2524.4,24,2490.2,31,3333.8,17,1680.8,22,8,0,1,17
14807440384,0,29,82,148,5862.1,1327.77,1294,63.05502158,7.351854167,981.1776735,16.52450281,15.27214822,6,46,7.666666667,127.4369565,24,5082.7,22,779.4,31,3910.2,15,1951.9,18,7,4,2,15
14807440395,23,109,75,127,4575.7,1164.67,1337,59.30669167,14.78608608,797.9425851,14.34902866,13.5892287,6,29,4.833333333,157.7827586,15,39.4,14,4536.3,23,3388.9,6,1186.8,13,5,3,1,7
14807441127,0,0,253,212,502.2,282.02,1320,13.2889692,0.234506823,779.1939032,16.0531741,7.862421433,6,60,10,8.37,14,35.9,46,466.3,37,328.7,23,173.5,29,6,15,5,5
14807441256,0,0,170,199,578,235.15,1564,19.22220249,0.236927453,757.0501776,12.1337833,5.995905861,6,43,7.166666667,13.44186047,9,25.2,34,552.8,34,393.7,9,184.3,20,3,10,8,2
14807441939,0,0,59,117,38.1,14.08,564,7.279007519,0.221749527,296.5133083,2.534135338,1.699300752,1,3,3,12.7,3,38.1,0,0,3,38.1,0,0,1,0,1,1,0
14807441953,0,8,23,111,862.7,181.91,1413,14.84139588,0.465188351,718.3201137,6.497739872,3.54681592,6,70,11.66666667,12.32428571,37,360,33,502.7,44,435.4,26,427.3,17,18,16,15,4
14807441967,0,5,21,27,2724,431.71,549,53.33359204,3.795159596,951.700523,21.84741016,9.014408638,6,37,6.166666667,73.62162162,19,37,18,2687,23,1767.4,14,956.6,24,2,1,3,7
14807442456,6,148,118,182,3086,1118.89,1369,50.32688038,9.569370049,906.4049499,19.30177961,15.89824396,5,20,4,154.3,17,2388.8,3,697.2,9,1551.3,11,1534.7,5,2,1,2,10
14807442682,0,0,296,380,1119.4,506.55,2562,24.2963682,0.373156804,912.523698,20.77788945,10.07349246,6,72,12,15.54722222,70,1071.7,2,47.7,55,626.3,17,493.1,29,11,16,11,5
14807442855,0,0,63,38,175.2,79.54,432,12.30785947,0.254231833,639.6997465,10.396523,5.101484969,4,10,2.5,17.52,9,161.4,1,13.8,7,139.6,3,35.6,1,2,5,2,0
14807442871,0,0,586,423,682.4,339.93,11,26.65659038,0.966377421,1119.95741,29.92417085,12.90490148,6,47,7.833333333,14.51914894,17,133.2,30,549.2,24,283.9,23,398.5,25,3,9,7,3
14807442873,3,3,50,220,1327.1,355.53,2026,32.09389497,4.275422032,810.7264799,18.2367044,8.342911486,4,38,9.5,34.92368421,33,569,5,758.1,38,1327.1,0,0,17,4,9,1,7
14807442886,0,0,332,375,537.5,283.25,2159,22.99858457,0.186125572,841.7809625,22.20721868,10.91705591,4,51,12.75,10.53921569,9,6.9,42,530.6,21,219.2,30,318.3,25,5,17,2,2
14807443107,0,2,74,65,3285.8,544.77,458,60.93665145,7.026346461,1219.189532,28.9901312,10.30304478,6,40,6.666666667,82.145,24,2316.6,16,969.2,28,2166.4,12,1119.4,28,0,3,1,8
14807443119,0,2,55,166,4266,1002.76,567,59.67142874,6.239633057,902.0101547,16.36377376,14.49339946,6,30,5,142.2,24,2869.6,6,1396.4,17,2718.2,13,1547.8,10,4,1,1,14
14807443199,1,24,79,185,3033.5,684.81,1113,48.86473691,5.089416655,796.8052746,11.65796953,10.68319037,6,53,8.833333333,57.23584906,26,2344.6,27,688.9,28,2263.2,25,770.3,33,9,0,2,9
14807443253,16,1,567,184,875.1,487.93,3070,19.0675709,0.081623152,1214.597863,18.63325935,9.074730785,6,17,2.833333333,51.47647059,16,864.6,1,10.5,12,574.3,5,300.8,1,1,2,2,11
14807443303,2,22,320,90,2171.9,576,1479,47.49654892,12.47988382,1118.932738,21.44089863,10.86120585,6,52,8.666666667,41.76730769,45,1065.7,7,1106.2,41,2040.8,11,131.1,34,4,4,4,6
14807443315,0,0,441,208,1423.5,479.91,3224,36.54673646,1.055335736,1268.077556,21.92876829,9.807290888,6,33,5.5,43.13636364,31,1300.3,2,123.2,28,1048,5,375.5,13,5,3,6,6
14807443334,0,0,0,1,18.3,10.25,52,1.164414414,0.026795068,123.8628941,1.200225225,0.731109234,3,23,7.666666667,0.795652174,21,18.1,2,0.2,19,17.6,4,0.7,20,2,1,0,0
14807443570,76,81,309,144,5343.1,1018.68,1430,61.59981119,13.28982629,1145.335476,30.25536743,12.2206276,6,28,4.666666667,190.825,11,1844.4,17,3498.7,19,3493.3,9,1849.8,9,1,2,3,13
14807443646,5,15,76,189,5964.2,1353.84,775,62.75961987,7.351928171,947.8046093,16.69286567,15.25957212,6,40,6.666666667,149.105,20,4975.3,20,988.9,31,4002.2,9,1962,17,5,3,3,12
